Compiling models...
Starting GA...
[1;32mWrote molecules to file[0m
         11222460 function calls (10852263 primitive calls) in 73.218 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 request.py:1474(FileHandler)
        1    0.000    0.000    0.000    0.000 request.py:1531(FTPHandler)
        1    0.000    0.000    0.000    0.000 one_device_strategy.py:238(OneDeviceStrategyV1)
        1    0.000    0.000    0.000    0.000 tpu_strategy.py:229(TPUStrategyV2)
        1    0.000    0.000    0.000    0.000 input_lib.py:324(_SingleWorkerDatasetIterator)
        1    0.000    0.000    0.000    0.000 slurm_cluster_resolver.py:163(SlurmClusterResolver)
        1    0.000    0.000    0.000    0.000 parameter_server_strategy_v2.py:61(ParameterServerStrategyV2)
        1    0.000    0.000    0.000    0.000 pool.py:837(IMapIterator)
        1    0.000    0.000    0.000    0.000 metrics.py:355(Reduce)
        1    0.000    0.000    0.000    0.000 metrics.py:2748(RootMeanSquaredError)
        1    0.000    0.000    0.000    0.000 metrics.py:2912(MeanIoU)
        1    0.000    0.000    0.000    0.000 extension_type_field.py:179(_ConversionContext)
        4    0.000    0.000    0.000    0.000 device_filters_pb2.py:6(<lambda>)
        1    0.000    0.000    0.000    0.000 values.py:1443(VariablePolicy)
        1    0.000    0.000    0.000    0.000 feature_column.py:1695(_EmbeddingColumnLayer)
        1    0.000    0.000    0.000    0.000 feature_column.py:2918(_IdentityCategoricalColumn)
        1    0.000    0.000    0.000    0.000 suite.py:92(TestSuite)
        6    0.000    0.000    0.000    0.000 transpiler.py:198(<genexpr>)
        2    0.000    0.000    0.000    0.000 templates.py:60(visit_Tuple)
        1    0.000    0.000    0.000    0.000 transformer.py:51(__init__)
        1    0.000    0.000    0.000    0.000 break_statements.py:35(BreakTransformer)
        1    0.000    0.000    0.000    0.000 call_trees.py:82(to_ast)
        1    0.000    0.000    0.000    0.000 call_trees.py:145(_kwargs_to_dict)
        1    0.000    0.000    0.000    0.000 continue_statements.py:56(ContinueCanonicalizationTransformer)
        3    0.000    0.000    0.000    0.000 cfg.py:661(_exit_lexical_scope)
        1    0.000    0.000    0.001    0.001 liveness.py:192(visit_Try)
        1    0.000    0.000    0.000    0.000 unsupported_features_checker.py:56(verify)
        1    0.000    0.000    0.000    0.000 result.py:160(wasSuccessful)
        1    0.000    0.000    0.000    0.000 nn_ops.py:727(_WithSpaceToBatch)
        1    0.000    0.000    0.000    0.000 server_lib.py:314(WorkerServer)
        1    0.000    0.000    0.000    0.000 event_file_writer.py:29(EventFileWriter)
        1    0.000    0.000    0.000    0.000 gfile.py:117(FastGFile)
        2    0.000    0.000    0.000    0.000 registration.py:47(__init__)
        1    0.000    0.000    0.000    0.000 saver.py:592(BulkSaverBuilder)
        1    0.000    0.000    0.000    0.000 dataset_ops.py:820(_GeneratorState)
        1    0.000    0.000    0.000    0.000 math_ops.py:422(DivideDelegateWithName)
        1    0.000    0.000    0.000    0.000 variable_scope.py:222(enable_resource_variables)
        1    0.000    0.000    0.000    0.000 _structures.py:1(<module>)
        1    0.000    0.000    0.000    0.000 ops.py:5836(_DefaultGraphStack)
        1    0.000    0.000    0.000    0.000 text_format.py:320(_Printer)
        1    0.000    0.000    0.000    0.000 encoder.py:420(TagBytes)
        4    0.000    0.000    0.000    0.000 encoder.py:505(_StructPackEncoder)
        1    0.000    0.000    0.000    0.000 errors_impl.py:518(<dictcomp>)
        1    0.000    0.000    0.000    0.000 typing_extensions.py:170(Any)
       10    0.000    0.000    0.000    0.000 device_spec.py:266(job)
        1    0.000    0.000    0.000    0.000 data_service_ops.py:235(_DataServiceDatasetV2)
        4    0.000    0.000    0.000    0.000 data_service_pb2.py:6(<lambda>)
        3    0.000    0.000    0.000    0.000 decorators.py:472(_PartialDecorator)
        1    0.000    0.000    0.000    0.000 monitoring.py:204(IntGaugeCell)
        1    0.000    0.000    0.000    0.000 context.py:118(_EagerTensorCache)
        1    0.000    0.000    0.000    0.000 context.py:180(config_proto_serialized)
        1    0.000    0.000    0.000    0.000 context.py:364(increment_and_get)
        1    0.000    0.000    0.000    0.000 __init__.py:209(__init__)
        1    0.000    0.000    0.000    0.000 _argument_parser.py:368(EnumClassParser)
        1    0.000    0.000    0.000    0.000 __init__.py:18(Node)
        1    0.000    0.000    0.000    0.000 minidom.py:1016(CharacterData)
        1    0.000    0.000    0.000    0.000 minidom.py:1366(Entity)
        1    0.000    0.000    0.000    0.000 html.py:713(_LxmlFrameParser)
        1    0.000    0.000    0.000    0.000 objects.py:105(VariableWindowIndexer)
        1    0.000    0.000    0.000    0.000 objects.py:220(ExpandingIndexer)
        2    0.000    0.000    0.000    0.000 blocks.py:500(dtype)
        1    0.000    0.000    0.000    0.000 format.py:204(CategoricalFormatter)
        1    0.000    0.000    0.000    0.000 zipfile.py:615(LZMADecompressor)
        1    0.000    0.000    0.000    0.000 numeric.py:350(IntegerIndex)
        1    0.000    0.000    0.000    0.000 describe.py:105(NDFrameDescriberAbstract)
        1    0.000    0.000    0.000    0.000 frame.py:4271(_clear_item_cache)
        1    0.000    0.000    0.000    0.000 generic.py:4114(_set_is_copy)
        1    0.000    0.000    0.000    0.000 unconnected_gradients.py:22(UnconnectedGradients)
        2    0.000    0.000    0.000    0.000 function_cache.py:147(generalize)
        1    0.000    0.000    0.000    0.000 integer.py:159(Int8Dtype)
        1    0.000    0.000    0.000    0.000 csv.py:23(Dialect)
        1    0.000    0.000    0.000    0.000 inference.py:298(is_named_tuple)
        9    0.000    0.000    0.000    0.000 __init__.py:534(<lambda>)
        1    0.000    0.000    0.000    0.000 platform.py:1093(python_implementation)
        3    0.000    0.000    0.000    0.000 npyio.py:726(_ensure_ndmin_ndarray_check_param)
        1    0.000    0.000    0.000    0.000 _ufunc_config.py:30(<dictcomp>)
        1    0.000    0.000    0.000    0.000 parse.py:796(Quoter)
        1    0.000    0.000    0.000    0.000 __init__.py:479(StringTemplateStyle)
        2    0.000    0.000    0.000    0.000 __init__.py:1272(setLoggerClass)
        1    0.000    0.000    0.000    0.000 decoder.py:254(JSONDecoder)
        1    0.000    0.000    0.000    0.000 tokenize.py:166(__init__)
       13    0.000    0.000    0.000    0.000 enum.py:1049(<lambda>)
        3    0.000    0.000    0.000    0.000 dataclasses.py:603(<genexpr>)
        4    0.000    0.000    0.000    0.000 functools.py:841(_is_valid_dispatch_type)
        1    0.000    0.000    0.000    0.000 {built-in method tensorflow.python._pywrap_tfe.TFE_ContextOptionsSetDevicePlacementPolicy}
        1    0.000    0.000    0.000    0.000 synchronize.py:186(__init__)
        2    0.000    0.000    0.000    0.000 std.py:1167(_comparable)
        1    0.000    0.000    0.000    0.000 cifar.py:1(<module>)
        1    0.000    0.000    0.000    0.000 convolutional.py:598(Conv3D)
        1    0.000    0.000    0.000    0.000 pooling.py:31(AveragePooling1D)
        1    0.000    0.000    0.000    0.000 discretization.py:136(Discretization)
        1    0.000    0.000    0.000    0.000 cudnn_lstm.py:32(CuDNNLSTM)
        4    0.000    0.000    0.000    0.000 compile_utils.py:37(build)
        1    0.000    0.000    0.000    0.000 data_adapter.py:675(ListsOfScalarsDataAdapter)
        1    0.000    0.000    0.000    0.000 adadelta.py:27(Adadelta)
        1    0.000    0.000    0.000    0.000 optimizer_v1.py:716(Nadam)
        1    0.000    0.000    0.000    0.000 data_utils.py:445(Sequence)
        1    0.000    0.000    0.000    0.000 op_evaluator.py:1(<module>)
        1    0.000    0.000    0.000    0.000 error_codes.py:1(<module>)
       10    0.000    0.000    0.000    0.000 gfile.py:444(_translate_errors)
        1    0.000    0.000    0.000    0.000 schema_py_generated.py:3276(FullyConnectedOptionsT)
        1    0.000    0.000    0.000    0.000 schema_py_generated.py:3383(ConcatenationOptions)
        1    0.000    0.000    0.000    0.000 schema_py_generated.py:3537(MulOptions)
        1    0.000    0.000    0.000    0.000 schema_py_generated.py:7538(LogicalAndOptions)
        1    0.000    0.000    0.000    0.000 schema_py_generated.py:9619(HashtableOptions)
        1    0.000    0.000    0.000    0.000 conversion_metadata_schema_py_generated.py:448(ConversionMetadataT)
        1    0.000    0.000    0.000    0.000 combinations.py:212(TPUCombination)
        1    0.000    0.000    0.000    0.000 googletest.py:111(StubOutForTesting)
        1    0.000    0.000    0.000    0.000 queues.py:219(PriorityQueue)
        1    0.000    0.000    0.000    0.000 streams.py:184(StreamReaderProtocol)
        1    0.000    0.000    0.000    0.000 mock.py:1080(CallableMixin)
        1    0.000    0.000    0.000    0.000 ftrl.py:25(FtrlOptimizer)
        1    0.000    0.000    0.000    0.000 feature_column.py:291(_TPUBaseEmbeddingColumn)
        1    0.000    0.000    0.000    0.000 feature_column.py:358(_TPUEmbeddingColumn)
        1    0.000    0.000    0.000    0.000 tpu_embedding.py:993(RMSPropParameters)
        1    0.000    0.000    0.000    0.000 tpu_embedding.py:2062(_AdagradHandler)
        1    0.000    0.000    0.000    0.000 gamma.py:287(GammaWithSoftplusConcentrationRate)
        1    0.000    0.000    0.000    0.000 feature_column_v2.py:2342(SequenceDenseColumn)
        1    0.000    0.000    0.000    0.000 _data.py:157(_minmax_mixin)
        1    0.000    0.000    0.000    0.000 sjisprober.py:36(SJISProber)
        4    0.000    0.000    0.000    0.000 mode_keys.py:57(is_eval)
        1    0.000    0.000    0.000    0.000 builder_impl.py:46(_SavedModelBuilder)
        1    0.000    0.000    0.000    0.000 save.py:238(_SaveableView)
        1    0.000    0.000    0.000    0.000 convolutional.py:2801(ZeroPadding2D)
        1    0.000    0.000    0.000    0.000 _parseaddr.py:512(AddressList)
        1    0.000    0.000    0.000    0.000 _encoded_words.py:73(_QByteMap)
        1    0.000    0.000    0.000    0.000 data_adapter.py:401(GenericArrayLikeDataAdapter)
        1    0.000    0.000    0.000    0.000 request.py:1589(CacheFTPHandler)
        1    0.000    0.000    0.000    0.000 optimizer_v1.py:468(Adam)
        1    0.000    0.000    0.000    0.000 learning_rate_schedule.py:303(PolynomialDecay)
        1    0.000    0.000    0.000    0.000 adamax.py:29(Adamax)
        1    0.000    0.000    0.000    0.000 utils.py:254(__init__)
        1    0.000    0.000    0.000    0.000 loss_scale_optimizer.py:878(LossScaleOptimizerV1)
        1    0.000    0.000    0.000    0.000 multi_device_iterator_ops.py:219(MultiDeviceIterator)
        1    0.000    0.000    0.000    0.000 cross_device_utils.py:173(CollectiveKeys)
        1    0.000    0.000    0.000    0.000 values.py:416(Mirrored)
        1    0.000    0.000    0.000    0.000 feature_column.py:614(_LinearModel)
        1    0.000    0.000    0.000    0.000 feature_column.py:2971(_WeightedCategoricalColumn)
        1    0.000    0.000    0.000    0.000 monitored_session.py:1414(_HookedSession)
        1    0.000    0.000    0.000    0.000 checkpoint.py:122(ObjectGraphProtoPrettyPrinter)
        1    0.000    0.000    0.000    0.000 activity.py:694(visit_ExceptHandler)
        2    0.000    0.000    0.000    0.000 cfg.py:281(__init__)
        1    0.000    0.000    0.000    0.000 reaching_definitions.py:257(visit_ExceptHandler)
        1    0.000    0.000    0.000    0.000 ignore_errors_op.py:25(IgnoreErrorsDataset)
        1    0.000    0.000    0.000    0.000 writer.py:278(FileWriter)
        1    0.000    0.000    0.000    0.000 lookup_ops.py:173(InitializableLookupTableBase)
        1    0.000    0.000    0.000    0.000 __init__.py:37(register_tf_checkpoint_saver)
        1    0.000    0.000    0.000    0.000 auto_control_deps.py:153(ResourceType)
        1    0.000    0.000    0.000    0.000 context.py:237(get_context)
        1    0.000    0.000    0.000    0.000 variable_scope.py:1519(EagerVariableStore)
        1    0.000    0.000    0.000    0.000 ops.py:6766(internal_name_scope_v1)
        1    0.000    0.000    0.000    0.000 errors_impl.py:294(NotFoundError)
        1    0.000    0.000    0.000    0.000 typing_extensions.py:936(<dictcomp>)
        1    0.000    0.000    0.000    0.000 decorators.py:79(_AdapterFunctionSurrogate)
        3    0.000    0.000    0.000    0.000 sparse_tensor.py:317(_override_operator)
        1    0.000    0.000    0.000    0.000 context.py:2005(_EagerDeviceContext)
        1    0.000    0.000    0.000    0.000 __init__.py:257(serialize)
        1    0.000    0.000    0.000    0.000 _argument_parser.py:223(convert)
        2    0.000    0.000    0.000    0.000 _argument_parser.py:268(convert)
        1    0.000    0.000    0.000    0.000 pytables.py:4625(AppendableSeriesTable)
        1    0.000    0.000    0.000    0.000 base_parser.py:80(BadLineHandleMethod)
        1    0.000    0.000    0.000    0.000 ops.py:205(Op)
        1    0.000    0.000    0.000    0.000 socket.py:498(close)
        1    0.000    0.000    0.000    0.000 contexts.py:216(RNGContext)
        1    0.000    0.000    0.000    0.000 info.py:949(DataFrameTableBuilderVerbose)
        1    0.000    0.000    0.000    0.000 info.py:1015(SeriesTableBuilder)
        1    0.000    0.000    0.000    0.000 _misc.py:558(__init__)
        2    0.000    0.000    0.000    0.000 construction.py:231(mgr_to_mgr)
        1    0.000    0.000    0.000    0.000 format.py:793(truncate)
        1    0.000    0.000    0.000    0.000 common.py:951(_BytesTarFile)
        1    0.000    0.000    0.000    0.000 data_structures.py:42(NoDependency)
        1    0.000    0.000    0.000    0.000 _factories.py:13(__call__)
        4    0.000    0.000    0.000    0.000 core.py:3401(dtype)
        2    0.000    0.000    0.000    0.000 index_tricks.py:145(__init__)
        1    0.000    0.000    0.000    0.000 _ufunc_config.py:367(errstate)
        1    0.000    0.000    0.000    0.000 _internal.py:239(_missing_ctypes)
        1    0.000    0.000    0.000    0.000 pathlib.py:507(_PathParents)
        2    0.000    0.000    0.000    0.000 datetime.py:634(__neg__)
        1    0.000    0.000    0.000    0.000 encoder.py:104(__init__)
        1    0.000    0.000    0.000    0.000 typing.py:976(__getattr__)
        2    0.000    0.000    0.000    0.000 sre_parse.py:99(checkgroup)
        2    0.000    0.000    0.000    0.000 {method 'copy' of 'list' objects}
        3    0.000    0.000    0.000    0.000 csvs.py:92(na_rep)
        1    0.000    0.000    0.000    0.000 csvs.py:130(_get_index_label_flat)
        1    0.000    0.000    0.000    0.000 synchronize.py:123(Semaphore)
        1    0.000    0.000    0.000    0.000 group_normalization.py:30(GroupNormalization)
        1    0.000    0.000    0.000    0.000 image_preprocessing.py:517(RandomCrop)
        1    0.000    0.000    0.000    0.000 abstract_rnn_cell.py:25(AbstractRNNCell)
        6    0.000    0.000    0.000    0.000 lstm.py:789(recurrent_activation)
        1    0.000    0.000    0.000    0.000 global_max_pooling1d.py:25(GlobalMaxPooling1D)
        1    0.000    0.000    0.000    0.000 load.py:1158(RevivedLayer)
        1    0.000    0.000    0.000    0.000 metrics.py:470(_ConfusionMatrixConditionCount)
        1    0.000    0.000    0.000    0.000 metrics.py:1207(SensitivityAtSpecificity)
        1    0.000    0.000    0.000    0.000 data_adapter.py:579(CompositeTensorDataAdapter)
        1    0.000    0.000    0.000    0.000 layout_map.py:53(LayoutMap)
        1    0.000    0.000    0.000    0.000 base_layer_utils.py:486(__init__)
        1    0.000    0.000    0.000    0.000 rmsprop.py:27(RMSprop)
        1    0.000    0.000    0.000    0.000 adadelta.py:26(Adadelta)
        1    0.000    0.000    0.000    0.000 model.py:160(__init__)
        1    0.000    0.000    0.000    0.000 flags.py:61(_FlagValuesWrapper)
        1    0.000    0.000    0.000    0.000 schema_py_generated.py:4109(ResizeBilinearOptions)
        1    0.000    0.000    0.000    0.000 schema_py_generated.py:4385(PadV2Options)
        1    0.000    0.000    0.000    0.000 schema_py_generated.py:4747(SpaceToDepthOptions)
        1    0.000    0.000    0.000    0.000 schema_py_generated.py:7783(SquareOptions)
        1    0.000    0.000    0.000    0.000 schema_py_generated.py:9006(NonMaxSuppressionV4Options)
        1    0.000    0.000    0.000    0.000 schema_py_generated.py:9118(ScatterNdOptions)
        1    0.000    0.000    0.000    0.000 schema_py_generated.py:9342(BatchMatMulOptions)
        5    0.000    0.000    0.000    0.000 toco_flags_pb2.py:6(<lambda>)
        1    0.000    0.000    0.000    0.000 schema_py_generated.py:933(QuantizationParametersT)
        1    0.000    0.000    0.000    0.000 schema_py_generated.py:1105(Int32VectorT)
        1    0.000    0.000    0.000    0.000 schema_py_generated.py:1317(Uint8VectorT)
        1    0.000    0.000    0.000    0.000 ui_factory.py:1(<module>)
        1    0.000    0.000    0.000    0.000 xmlreader.py:278(AttributesImpl)
        1    0.000    0.000    0.000    0.000 xmlreader.py:340(AttributesNSImpl)
        1    0.000    0.000    0.000    0.000 benchmark.py:303(TensorFlowBenchmark)
        1    0.000    0.000    0.000    0.000 adam.py:27(AdamOptimizer)
        1    0.000    0.000    0.000    0.000 feature_column_v2.py:44(EmbeddingDevice)
        1    0.000    0.000    0.000    0.000 feature_column_v2.py:616(_TPUSharedEmbeddingColumnV2)
        1    0.000    0.000    0.000    0.000 tpu_embedding.py:1063(StochasticGradientDescentParameters)
        1    0.000    0.000    0.000    0.000 kullback_leibler.py:160(RegisterKL)
        1    0.000    0.000    0.000    0.000 exponential.py:143(ExponentialWithSoftplusRate)
        1    0.000    0.000    0.000    0.000 cond_v2.py:912(_CondGradFuncGraph)
        1    0.000    0.000    0.000    0.000 training_arrays_v1.py:589(ArrayLikeTrainingLoop)
        1    0.000    0.000    0.000    0.000 base.py:155(CommonStateObject)
        1    0.000    0.000    0.000    0.000 structures.py:13(CaseInsensitiveDict)
        1    0.000    0.000    0.000    0.000 chardistribution.py:40(CharDistributionAnalysis)
        1    0.000    0.000    0.000    0.000 eucjpprober.py:36(EUCJPProber)
        1    0.000    0.000    0.000    0.000 _appengine_environ.py:8(is_appengine)
        1    0.000    0.000    0.000    0.000 ipaddress.py:1450(IPv4Network)
        1    0.000    0.000    0.000    0.000 mode_keys.py:38(EstimatorModeKeys)
        1    0.000    0.000    0.000    0.000 trt_convert.py:851(_TRTEngineResource)
        1    0.000    0.000    0.000    0.000 recurrent.py:2251(LSTMCell)
        1    0.000    0.000    0.000    0.000 function_deserialization.py:186(RestoredFunction)
        1    0.000    0.000    0.000    0.000 data_adapter.py:699(DatasetAdapter)
        1    0.000    0.000    0.000    0.000 request.py:834(HTTPPasswordMgr)
        1    0.000    0.000    0.000    0.000 optimizer_v1.py:764(TFOptimizer)
        1    0.000    0.000    0.000    0.000 adam.py:31(Adam)
        1    0.000    0.000    0.000    0.000 nadam.py:30(Nadam)
        1    0.000    0.000    0.000    0.000 save_impl.py:342(__init__)
        1    0.000    0.000    0.000    0.000 input_lib.py:121(DistributedIteratorInterface)
        1    0.000    0.000    0.000    0.000 input_lib.py:857(DistributedIterator)
        1    0.000    0.000    0.000    0.000 _base.py:143(_AcquireFutures)
        1    0.000    0.000    0.000    0.000 __init__.py:100(Value)
        1    0.000    0.000    0.000    0.000 metrics.py:532(MeanRelativeError)
        1    0.000    0.000    0.000    0.000 constraints.py:82(MaxNorm)
       11    0.000    0.000    0.000    0.000 nested_structure_coder.py:490(<genexpr>)
        1    0.000    0.000    0.000    0.000 extension_type.py:510(ExtensionTypeBatchEncoder)
        4    0.000    0.000    0.000    0.000 tensorflow_server_pb2.py:6(<lambda>)
        1    0.000    0.000    0.000    0.000 np_array_ops.py:1502(_UpdateMethod)
        1    0.000    0.000    0.000    0.000 tpu.py:876(PaddingSpec)
        3    0.000    0.000    0.000    0.000 optimization_parameters_pb2.py:6(<lambda>)
        1    0.000    0.000    0.000    0.000 tpu_values.py:531(TPUOnReadPolicy)
        1    0.000    0.000    0.000    0.000 distribute_lib.py:459(InputReplicationMode)
        1    0.000    0.000    0.000    0.000 collective_util.py:117(Options)
        1    0.000    0.000    0.000    0.000 values.py:1100(MirroredVariable)
        1    0.000    0.000    0.000    0.000 feature_column.py:2109(_LazyBuilder)
        1    0.000    0.000    0.000    0.000 feature_column.py:2814(_VocabularyFileCategoricalColumn)
        1    0.000    0.000    0.000    0.000 api.py:186(PyToTF)
        2    0.000    0.000    0.000    0.000 cfg.py:549(new_cond_branch)
        1    0.000    0.000    0.000    0.000 converter.py:244(Base)
        1    0.000    0.000    0.000    0.000 iterator_ops.py:105(CheckpointInputPipelineHook)
        1    0.000    0.000    0.000    0.000 lookup_ops.py:810(TextFileStringTableInitializer)
        1    0.000    0.000    0.000    0.000 ImageFilter.py:133(ModeFilter)
        1    0.000    0.000    0.000    0.000 dataset_ops.py:5485(MapDataset)
        3    0.000    0.000    0.000    0.000 dataset_metadata_pb2.py:6(<lambda>)
        1    0.000    0.000    0.000    0.000 options.py:260(DistributeOptions)
        1    0.000    0.000    0.000    0.000 stateless_random_ops.py:52(Algorithm)
        1    0.000    0.000    0.000    0.000 trace.py:176(inner_wrapper)
        4    0.000    0.000    0.000    0.000 resource_variable_ops.py:470(_assign_dependencies)
        1    0.000    0.000    0.000    0.000 text_format.py:799(__init__)
        4    0.000    0.000    0.000    0.000 text_format.py:1561(_ConsumeInt32)
       13    0.000    0.000    0.000    0.000 decoder.py:185(_SimpleDecoder)
        1    0.000    0.000    0.000    0.000 containers.py:209(RepeatedCompositeFieldContainer)
        1    0.000    0.000    0.000    0.000 tf_inspect.py:359(getsourcefile)
        1    0.000    0.000    0.000    0.000 _argument_parser.py:93(ArgumentParser)
        1    0.000    0.000    0.000    0.000 minidom.py:949(Childless)
        1    0.000    0.000    0.000    0.000 minicompat.py:74(EmptyNodeList)
        1    0.000    0.000    0.000    0.000 readers.py:1879(_clean_na_values)
        1    0.000    0.000    0.000    0.000 c_parser_wrapper.py:365(<setcomp>)
        1    0.000    0.000    0.000    0.000 __init__.py:797(SubclassedSeries)
        1    0.000    0.000    0.000    0.000 ops.py:1296(DataSplitter)
        1    0.000    0.000    0.000    0.000 datetimes.py:108(FulldatetimeDict)
        1    0.000    0.000    0.000    0.000 format.py:429(__init__)
        1    0.000    0.000    0.000    0.000 indexing.py:139(iloc)
        1    0.000    0.000    0.000    0.000 generic.py:5973(_consolidate_inplace)
        1    0.000    0.000    0.000    0.000 monomorphic_function.py:453(_DelayedRewriteGradientFunctions)
        4    0.000    0.000    0.000    0.000 base.py:986(dtype)
        1    0.000    0.000    0.000    0.000 _common.py:6(weekday)
        2    0.000    0.000    0.000    0.000 sysconfig.py:283(get_preferred_scheme)
        6    0.000    0.000    0.000    0.000 signal.py:48(_wraps)
        1    0.000    0.000    0.000    0.000 core.py:190(<listcomp>)
        4    0.000    0.000    0.000    0.000 core.py:6509(__has_singleton)
        1    0.000    0.000    0.000    0.000 _iotools.py:133(LineSplitter)
        1    0.000    0.000    0.000    0.000 index_tricks.py:563(__init__)
        1    0.000    0.000    0.000    0.000 _exceptions.py:38(_UFuncBinaryResolutionError)
        1    0.000    0.000    0.000    0.000 __init__.py:1448(setLevel)
        2    0.000    0.000    0.000    0.000 threading.py:1183(daemon)
        1    0.000    0.000    0.000    0.000 typing.py:1151(__repr__)
        2    0.000    0.000    0.000    0.000 textwrap.py:344(_split_chunks)
        1    0.000    0.000    0.000    0.000 inverse_qsar_cli.py:169(<listcomp>)
        2    0.000    0.000    0.000    0.000 exceptions.py:11(Error)
        3    0.000    0.000    0.000    0.000 {method 'to_bytes' of 'int' objects}
        1    0.000    0.000    0.000    0.000 {built-in method tensorflow.python._pywrap_tfe.TF_DeviceListType}
        1    0.000    0.000    0.000    0.000 cfunc_wrapper.py:21(<listcomp>)
        1    0.000    0.000    0.000    0.000 variable_scope_shim.py:631(track_tf1_style_variables)
        1    0.000    0.000    0.000    0.000 convolutional.py:308(Conv2D)
        1    0.000    0.000    0.000    0.000 gaussian_noise.py:28(GaussianNoise)
        1    0.000    0.000    0.000    0.000 conv1d.py:29(Conv1D)
        2    0.000    0.000    0.000    0.000 base_layer.py:2862(_set_mask_keras_history_checked)
        1    0.000    0.000    0.000    0.000 regularizers.py:291(L2)
        2    0.000    0.000    0.000    0.000 utils.py:91(make_gradient_clipnorm_fn)
        1    0.000    0.000    0.000    0.000 optimizer_v1.py:834(TFOptimizer)
        1    0.000    0.000    0.000    0.000 backend.py:883(_TfDeviceCaptureOp)
        1    0.000    0.000    0.000    0.000 record_writer.py:20(RecordWriter)
        1    0.000    0.000    0.000    0.000 functional.py:1620(ModuleWrapper)
        1    0.000    0.000    0.000    0.000 schema_py_generated.py:2954(RNNOptions)
        1    0.000    0.000    0.000    0.000 schema_py_generated.py:4603(BatchToSpaceNDOptions)
        1    0.000    0.000    0.000    0.000 schema_py_generated.py:5078(EmbeddingLookupSparseOptions)
        1    0.000    0.000    0.000    0.000 schema_py_generated.py:5144(GatherOptions)
        1    0.000    0.000    0.000    0.000 schema_py_generated.py:6628(TransposeConvOptions)
        1    0.000    0.000    0.000    0.000 schema_py_generated.py:8185(MirrorPadOptions)
        1    0.000    0.000    0.000    0.000 schema_py_generated.py:8485(WhereOptions)
        1    0.000    0.000    0.000    0.000 schema_py_generated.py:8618(MatrixDiagOptions)
        1    0.000    0.000    0.000    0.000 schema_py_generated.py:9062(NonMaxSuppressionV5Options)
        1    0.000    0.000    0.000    0.000 test_combinations.py:112(ParameterModifier)
        2    0.000    0.000    0.000    0.000 test_combinations.py:441(__init__)
        1    0.000    0.000    0.000    0.000 rnn_cell_impl.py:1206(ResidualWrapper)
        1    0.000    0.000    0.000    0.000 events.py:98(TimerHandle)
        1    0.000    0.000    0.000    0.000 unix_events.py:446(_UnixReadPipeTransport)
        1    0.000    0.000    0.000    0.000 xml_reporter.py:223(_TestSuiteResult)
        1    0.000    0.000    0.000    0.000 mock.py:2452(__new__)
        1    0.000    0.000    0.000    0.000 adagrad.py:27(AdagradOptimizer)
        1    0.000    0.000    0.000    0.000 tpu_embedding.py:219(RaggedEnqueueData)
        1    0.000    0.000    0.000    0.000 tpu_embedding.py:2852(_StochasticGradientDescentHandler)
        1    0.000    0.000    0.000    0.000 linear_operator_addition.py:330(_AddAndReturnTriL)
        1    0.000    0.000    0.000    0.000 h5py_warnings.py:1(<module>)
        2    0.000    0.000    0.000    0.000 files.py:182(make_fcpl)
        1    0.000    0.000    0.000    0.000 cookies.py:170(CookieConflictError)
        1    0.000    0.000    0.000    0.000 jpcntx.py:116(JapaneseContextAnalysis)
        1    0.000    0.000    0.000    0.000 gb2312prober.py:33(GB2312Prober)
        1    0.000    0.000    0.000    0.000 enums.py:17(LanguageFilter)
        1    0.000    0.000    0.000    0.000 trt_convert.py:135(TrtConversionParams)
        4    0.000    0.000    0.000    0.000 core.py:1561(__init__)
        1    0.000    0.000    0.000    0.000 _parseaddr.py:211(AddrlistClass)
        1    0.000    0.000    0.000    0.000 data_utils.py:349(ThreadsafeIter)
        1    0.000    0.000    0.000    0.000 keras_deps.py:39(register_call_context_function)
        1    0.000    0.000    0.000    0.000 values.py:284(PerWorkerValuesTypeSpec)
        1    0.000    0.000    0.000    0.000 cluster_coordinator.py:189(Closure)
        1    0.000    0.000    0.000    0.000 connection.py:18(Listener)
        1    0.000    0.000    0.000    0.000 nested_structure_coder.py:352(_TensorShapeCodec)
        1    0.000    0.000    0.000    0.000 json_format.py:452(_Parser)
        1    0.000    0.000    0.000    0.000 distribute_lib.py:549(ValueContext)
        3    0.000    0.000    0.000    0.000 distribute_lib.py:3160(strategy)
        1    0.000    0.000    0.000    0.000 argparse.py:1141(_SubParsersAction)
        1    0.000    0.000    0.000    0.000 transpiler.py:364(PyToPy)
        1    0.000    0.000    0.000    0.000 prefetching_ops.py:231(_MapOnGpuDataset)
        1    0.000    0.000    0.000    0.000 termcolor.py:33(__getattr__)
        2    0.000    0.000    0.000    0.000 continue_statements.py:50(__init__)
        1    0.000    0.000    0.000    0.000 liveness.py:40(__init__)
        1    0.000    0.000    0.001    0.001 liveness.py:202(visit_With)
        1    0.000    0.000    0.000    0.000 lists.py:47(ListTransformer)
        1    0.000    0.000    0.000    0.000 variables.py:50(Undefined)
        2    0.000    0.000    0.000    0.000 ast3.py:198(visit_ExceptHandler)
        1    0.000    0.000    0.000    0.000 summary_io.py:25(SummaryWriter)
        1    0.000    0.000    0.000    0.000 ImageFilter.py:250(EDGE_ENHANCE)
